Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,1,Travel_Rarely,528,Sales,22,1,Marketing,1,167,3,Male,50,2,1,Sales Representative,2,Single,1340.0,26820,1,Y,Yes,19,3,4,80,0,0,2,1,0,0,0,0
31,1,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,2,Single,1834.4,10558,1,Y,No,12,3,3,80,0,1,2,1,0,0,0,1
39,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,1,Female,43,2,3,Human Resources,1,Divorced,7960.0,11533,9,Y,Yes,15,3,3,80,3,11,2,2,1,2,0,2
37,1,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,2,1,Laboratory Technician,3,Single,2236.0,18016,1,Y,Yes,24,4,3,80,0,1,2,1,0,0,0,1
35,1,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,3,Female,88,2,1,Research Scientist,1,Single,2125.6,8556,5,Y,Yes,11,3,3,80,0,8,5,2,3,2,0,4
39,1,Travel_Rarely,790,Sales,24,4,Medical,1,1489,1,Female,40,1,2,Sales Executive,1,Single,3679.2,7815,0,Y,Yes,23,4,3,80,0,16,2,3,13,9,10,10
27,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,3,Male,75,2,1,Research Scientist,1,Single,1977.6,26092,1,Y,Yes,23,4,1,80,0,1,2,2,0,0,0,0
44,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,2,4,Healthcare Representative,3,Divorced,9735.2,13547,7,Y,No,11,3,4,80,3,21,4,2,16,7,11,5
27,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,2,Male,48,1,1,Research Scientist,3,Married,2282.4,4223,0,Y,Yes,11,3,2,80,1,1,5,2,0,0,0,0
35,1,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,1,Male,64,1,2,Sales Executive,1,Married,7771.200000000001,5323,1,Y,No,11,3,4,80,1,10,4,2,8,8,6,7
50,1,Travel_Rarely,436,Sales,2,1,Medical,1,842,2,Male,37,2,2,Sales Executive,3,Single,4128.0,21519,4,Y,No,16,3,3,80,0,12,3,1,7,7,7,3
36,1,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,1,Female,94,2,2,Sales Executive,3,Single,4794.400000000001,19479,8,Y,Yes,11,3,1,80,0,8,0,1,4,4,0,5
39,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,1,Female,43,2,3,Human Resources,1,Divorced,7960.0,11533,9,Y,Yes,15,3,3,80,3,11,2,2,1,2,0,2
45,1,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,3,Male,39,1,3,Sales Executive,1,Divorced,8683.2,16586,4,Y,Yes,13,3,2,80,1,20,3,2,1,2,2,0
41,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,2,Male,82,1,1,Sales Representative,1,Single,2725.6000000000004,6986,7,Y,No,23,4,2,80,0,10,4,2,3,3,0,3
42,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,2,Male,63,2,1,Human Resources,1,Divorced,1658.4,23648,4,Y,Yes,22,4,4,80,0,7,3,2,1,2,0,2
36,1,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,1,Female,71,1,2,Sales Executive,2,Married,3647.2,24788,3,Y,Yes,11,3,3,80,1,4,2,2,0,2,2,2
25,1,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,3,Male,32,2,1,Research Scientist,2,Single,807.2,26999,1,Y,Yes,11,3,4,80,0,1,5,2,0,0,1,1
42,1,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,3,Male,92,1,1,Laboratory Technician,2,Single,1672.0,2396,6,Y,Yes,15,3,2,80,0,7,3,2,0,0,0,0
34,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,3,Male,73,1,1,Research Scientist,3,Single,1951.2,14753,1,Y,Yes,24,4,2,80,0,1,3,1,0,0,1,0
26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933.0,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,4,Female,96,4,1,Human Resources,2,Single,2109.0,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
36,0,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507.0,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
18,0,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181.0,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389.0,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,14336.0,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163.0,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
45,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,5906.0,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
34,0,Travel_Rarely,1326,Sales,3,3,Other,1,1478,4,Male,81,1,2,Sales Executive,1,Single,4759.0,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,3,Male,92,4,5,Manager,1,Divorced,19190.0,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
41,0,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
40,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387.0,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,11557.0,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837.0,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
39,0,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,19272.0,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3
38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440.0,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
44,0,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708.0,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
42,0,Travel_Rarely,691,Sales,8,4,Marketing,1,35,3,Male,48,3,2,Sales Executive,2,Married,6825.0,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2
41,0,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,16015.0,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5
41,0,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,2,Male,90,4,1,Research Scientist,3,Married,2127.0,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
38,0,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
30,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434.0,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420.0,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7
24,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,3760.0,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
59,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,2177.0,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
42,0,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
47,0,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925,4,Female,65,2,1,Sales Representative,4,Single,3294.0,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2
26,0,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904.0,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810.0,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
53,0,Travel_Rarely,1282,Research & Development,5,3,Other,1,32,3,Female,58,3,5,Manager,3,Divorced,19094.0,10735,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8
58,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married,19701.0,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
35,0,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
41,0,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811.0,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
33,0,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,5488.0,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,21,1,Male,80,4,1,Research Scientist,2,Divorced,3298.0,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5
37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115.0,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
51,0,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838.0,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,2318.0,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0
46,0,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606.0,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
22,0,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871.0,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
36,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
30,0,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877.0,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867.0,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2
30,0,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011.0,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,13675.0,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008.0,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033.0,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
42,0,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3
52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999.0,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
32,0,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465.0,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
32,0,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
27,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,2478.0,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377.0,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married,19189.0,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
47,0,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976.0,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
50,0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,17856.0,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
34,0,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,2,Male,71,3,4,Research Director,1,Divorced,17007.0,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
35,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
31,0,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,57,3,3,Sales Executive,3,Divorced,9852.0,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,1,Male,49,3,5,Research Director,3,Divorced,19436.0,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
46,0,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789.0,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8
38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833.0,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
31,0,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
30,0,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748.0,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
22,0,Non-Travel,1123,Research & Development,16,2,Medical,1,22,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935.0,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664.0,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
44,0,Travel_Rarely,625,Research & Development,4,3,Medical,1,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933.0,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
28,0,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,49,3,1,Research Scientist,3,Single,2144.0,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
35,0,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
35,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204.0,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823.0,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,3447.0,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
37,0,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237.0,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,3230.0,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
43,0,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
35,0,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884.0,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232.0,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096.0,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1
26,0,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,Married,2061.0,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19038.0,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681.0,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
25,0,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669.0,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738.0,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
30,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
35,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
37,0,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
59,0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512.0,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
33,0,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54,3,2,Sales Executive,1,Married,4373.0,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
